,tuple,relevance,flesch_reading_ease,bigram_entropy,is_general,distinct_3,toxicity,Q_A_eval
45,"['What else did you find helpful in this section?', 'Since we define an angle in standard position by its terminal side, we have a special type of angle whose terminal side lies on an axis, a quadrantal angle.']",9.036391973495483,6.911,5.413977073182752,0.0,8.0,0.044883765,0.0
46,"['What is this angle used for?', 'This type of angle can have a measure of 0°, 90°, 180°, 270°, or  360°.']",9.335543513298035,10.0,4.857980995127571,0.0,5.0,0.01633588,0.0
47,"['What figure did you see?', 'See Figure 7.']",9.744825959205627,9.28,3.584962500721157,0.0,4.0,0.010681152,1.0
48,"['What is the angle measure of the triangle?', 'Express the angle measure as a fraction of $$\\(\\text{360°}.\\)$$ Reduce the fraction to simplest form.']",9.732509851455688,7.212000000000001,5.090032776601481,0.0,7.0,0.013697007,1.0
49,"['What does this tell me?', 'Draw an angle that contains that same fraction of the circle, beginning on the positive x-axis and moving counterclockwise for positive angles and clockwise for negative angles.']",8.681861162185669,5.524,5.209453365628952,0.0,4.0,0.022021262,0.5
50,"['What did you discover from the material?', 'Dividing a circle into 360 parts is an arbitrary choice, although it creates the familiar degree measurement.']",9.471191763877869,4.238,4.857980995127571,0.0,6.0,0.013571346,1.0
51,"['Why is that?', 'We may choose other ways to divide a circle.']",9.34820830821991,9.077,4.0,1.0,2.0,0.009110395,0.0
52,"['What other units can be used to divide the circle?', 'To find another unit, think of the process of drawing a circle.']",9.52954351902008,8.568999999999999,4.754887502163469,0.0,9.0,0.011372286,0.0
53,"['What happens if you draw a circle with two people?', 'Imagine that you stop before the circle is completed.']",9.325512051582336,7.875,4.523561956057013,0.0,9.0,0.028856417,0.0
54,"['What did you draw after you stopped?', 'The portion that you drew is referred to as an arc.']",9.45149838924408,9.618,4.459431618637297,0.0,6.0,0.075294,0.0
55,"['What is the arc?', 'An arc may be a portion of a full circle, a full circle, or more than a full circle, represented by more than one full rotation.']",9.413789510726929,8.163,4.769867892480562,0.0,3.0,0.017215505,0.0
56,"['What is the length of the arc around an entire circle called?', 'The length of the arc around an entire circle is called the circumference of that circle.']",9.20829176902771,8.265,4.5625,0.0,11.0,0.015770407,0.5
57,"['What is the circumference of a circle?', 'The circumference of a circle is $$\\(C = 2\\pi r.\\)$$']",9.544638395309448,7.1819999999999995,4.458591205867173,0.0,6.0,0.013822667,0.5
58,"['What do you need to know to understand the circumference?', 'If we divide both sides of this equation by $$\\(r,\\)$$ we create the ratio of the circumference, which is always $$\\(2\\pi,\\)$$ to the radius, regardless of the length of the radius.']",9.201913475990295,6.759,5.610754159149017,0.0,9.0,0.040925518,0.0
59,"['How does the radius affect this?', 'So the circumference of any circle is $$\\(2\\pi \\approx 6.28\\)$$ times the length of the radius.']",8.317092061042786,8.099,4.923181998146332,0.0,5.0,0.012817383,0.5
60,"['What else is important about the radius?', 'That means that if we took a string as long as the radius and used it to measure consecutive lengths around the circumference, there would be room for six full string-lengths and a little more than a quarter of a seventh, as shown in Figure 10.']",8.611478209495544,6.9959999999999996,5.848744744277095,0.0,6.0,0.015079274,0.0
61,"['What is the first step in determining the angle of a triangle?', 'This brings us to our new angle measure.']",9.82774794101715,7.825,4.584962500721156,0.0,11.0,0.012566062,1.0
62,"['What is the measure of a central angle of a circle that intercepts an arc equal in length to the radius of that circle?', 'One radian is the measure of a central angle of a circle that intercepts an arc equal in length to the radius of that circle.']",9.129713773727417,6.353,4.8222600772047075,0.0,23.0,0.011560776,1.0
63,"['What is an angle formed at the center of a circle by two radii?', 'A central angle is an angle formed at the center of a circle by two radii.']",1.5381871163845062,8.163,4.381580488309164,0.0,13.0,0.013257195,0.5
64,"['How does this relate to the total circumference?', 'Because the total circumference equals $$\\(2\\pi\\)$$ times the radius, a full circular rotation is $$\\(2\\pi\\)$$ radians.']",8.95135760307312,5.0840000000000005,4.914636847725354,0.0,7.0,0.0131943645,0.5
65,"['What figure do we see next?', 'See Figure 11.']",9.776350259780884,10.0,3.700439718141093,0.0,5.0,0.013508516,1.0
66,"['What is the next topic that the class covers?', 'Note that when an angle is described without a specific unit, it refers to radian measure.']",8.25291395187378,7.571,4.906890595608518,0.0,8.0,0.012691722,1.0
67,"['How do you interpret an angle?', 'For example, an angle measure of 3 indicates 3 radians.']",8.177720308303833,5.49,4.297079327540664,0.0,5.0,0.022964042,0.0
68,"['Is there anything else interesting about radian measure?', 'In fact, radian measure is dimensionless, since it is the quotient of a length (circumference) divided by a length (radius) and the length units cancel.']",9.028605222702026,5.473,5.286729870981167,0.0,7.0,0.016210219,0.0
69,"['What is the length of the curve along the arc?', 'An arc length $$\\(s\\)$$ is the length of the curve along the arc.']",9.348763227462769,10.0,4.558051076544458,0.0,9.0,0.014513801,1.0
70,"['Is there a relation between arc length and radius?', 'Just as the full circumference of a circle always has a constant ratio to the radius, the arc length produced by any given angle also has a constant relation to the radius, regardless of the length of the radius.']",9.46991503238678,5.558,5.444611807678961,0.0,8.0,0.014576632,0.5
71,"['What does the radius of the circle depend on?', 'This ratio, called the radian measure, is the same regardless of the radius of the circle—it depends only on the angle.']",9.337653517723083,6.470999999999999,4.926733681937772,0.0,8.0,0.012314741,1.0
72,"['What is the significance of this measurement?', 'This property allows us to define a measure of any angle as the ratio of the arc length $$\\(s\\)$$ to the radius r. See Figure 12.']",9.231043457984924,7.723000000000001,5.413977073182752,0.0,6.0,0.0103670005,0.5
73,"['How do we determine radian?', 'To elaborate on this idea, consider two circles, one with radius 2 and the other with radius 3.']",9.687564969062805,6.8260000000000005,4.789015477886192,0.0,4.0,0.014073989,0.5
74,"['What does the radius of a circle represent?', 'Recall the circumference of a circle is $$\\(C = 2\\pi r,\\)$$ where $$\\(r\\)$$ is the radius.']",9.495924711227417,7.672,5.004886164091843,0.0,7.0,0.012754552,1.0
75,"['Is it possible to determine the circumference of a circle?', 'The smaller circle then has circumference $$\\(2\\pi(2) = 4\\pi\\)$$ and the larger has circumference $$\\(2\\pi(3) = 6\\pi.\\)$$']",9.203572273254395,5.0329999999999995,5.163856189774725,0.0,9.0,0.014827953,0.0
76,"['How do we determine radian?', 'Now we draw a $$\\(45{^\\circ}\\)$$ angle on the two circles, as in Figure 13.']",9.555140733718872,7.875,5.072140159802109,0.0,4.0,0.014073989,0.0
77,"['What is the measure of the central angle of a circle such that the length of the arc between the initial side and the terminal side is equal to the radius of the circle?', 'One radian is the measure of the central angle of a circle such that the length of the arc between the initial side and the terminal side is equal to the radius of the circle.']",9.260461926460266,6.184,5.182841339642662,0.0,33.0,0.010618322,1.0
78,"['How many radians are in a full revolution?', 'A full revolution $$\\((360{^\\circ})\\)$$ equals $$\\(2\\pi\\)$$ radians.']",8.78661572933197,5.54,4.875145808605838,0.0,7.0,0.054037213,0.0
79,"['What is the equivalent of a half revolution?', 'A half revolution $$\\((180{^\\circ})\\)$$ is equivalent to $$\\(\\pi\\)$$ radians.']",9.167124629020691,4.593,4.96730810217906,0.0,7.0,0.02343543,0.0
80,"['What is the radian measure of an angle?', 'The radian measure of an angle is the ratio of the length of the arc subtended by the angle to the radius of the circle.']",7.660245299339294,7.165000000000001,4.810672622327236,0.0,7.0,0.012943043,0.0
81,"['What does radian measure represent?', 'In other words, if $$\\(s\\)$$ is the length of an arc of a circle, and $$\\(r\\)$$ is the radius of the circle, then the central angle containing that arc measures $$\\(\\frac{s}{r}\\)$$ radians.']",9.327874779701233,6.116,5.67305781379207,0.0,4.0,0.011560776,0.5
82,"['What does radian measure correspond to?', 'In a circle of radius 1, the radian measure corresponds to the length of the arc.']",9.320988059043884,6.877,4.680813428089395,0.0,5.0,0.01225191,1.0
83,"['What does a measure of 1 radian look like?', 'A measure of 1 radian looks to be about 60°.60°.60°.']",9.684398174285889,8.721,4.2626923908396215,0.0,8.0,0.013382856,1.0
84,"['Do you want to finish the rest of this passage?', 'Yes.']",9.773458242416382,9.415000000000001,3.906890595608519,0.0,9.0,0.04216247,1.0
85,"['What is the radius of the Earth?', 'It is approximately $$\\(57.3{^\\circ}.\\)$$']",9.332910776138306,7.435,4.563856189774724,0.0,6.0,0.017592486,1.0
86,"['What does this have to do with radians?', 'Because $$\\(2\\pi\\)$$ radians equals $$\\(360{^\\circ},1\\)$$ radian equals $$\\(\\frac{360{^\\circ}}{2\\pi} \\approx 57.3{^\\circ}.\\)$$']",8.349412083625793,5.388,5.149012328766175,0.0,7.0,0.025674535,0.5
87,"['What is the unitless measure?', 'Because radian measure is the ratio of two lengths, it is a unitless measure.']",9.24675166606903,7.029000000000001,4.418295834054491,0.0,4.0,0.112746716,0.5
88,"['What are some examples of a radius of a circle?', 'For example, in Figure 12, suppose the radius were 2 inches and the distance along the arc were also 2 inches.']",7.6731938123703,7.266,5.101345257520842,0.0,9.0,0.011812098,1.0
89,"['What happens after that?', 'When we calculate the radian measure of the angle, the “inches” cancel, and we have a result without units.']",9.182695746421814,6.8260000000000005,4.954196310386876,0.0,3.0,0.01834645,0.0
90,"['Do we have to write the label ""radians"" after a radian measure?', 'Therefore, it is not necessary to write the label “radians” after a radian measure, and if we see an angle that is not labeled with “degrees” or the degree symbol, we can assume that it is a radian measure.']",9.028967022895813,5.404999999999999,5.663909765557394,0.0,13.0,0.02638162,1.0
91,"['How many degrees does one rotation equal?', 'Considering the most basic case, the unit circle (a circle with radius 1), we know that 1 rotation equals 360 degrees, $$\\(360{^\\circ}.\\)$$']",9.310221672058105,6.522,5.543295834054491,0.0,6.0,0.01024134,1.0
92,"['What is one way of track rotation around a circle?', 'We can also track one rotation around a circle by finding the circumference, $$\\(C = 2\\pi r,\\)$$ and for the unit circle $$\\(C = 2\\pi.\\)$$']",9.064522981643677,7.165000000000001,5.344996077161023,0.0,9.0,0.01225191,0.5
93,"['What do the two different ways to rotate around a circle give us?', 'These two different ways to rotate around a circle give us a way to convert from degrees to radians.']",9.068277478218079,7.215999999999999,4.669925001442313,0.0,12.0,0.016712861,1.0
94,"['Why is this important?', 'In addition to knowing the measurements in degrees and radians of a quarter revolution, a half  revolution, and a full revolution, there are other frequently encountered angles in one revolution of a circle with which we should be familiar.']",8.514091968536377,4.119,5.508758439731455,0.0,3.0,0.012943043,0.0
95,"['What are some of the common multiples of degrees?', 'It is common to encounter multiples of 30, 45, 60, and 90 degrees.']",9.546855092048645,7.723000000000001,4.789015477886192,0.0,8.0,0.012503231,0.5
96,"['How are these values measured?', 'These values are shown in Figure 14.']",9.727078080177307,9.077,4.0,0.0,4.0,0.009864358,1.0
97,"['What will you do with this?', 'Memorizing these angles will be very useful as we study the properties associated with angles.']",9.364438652992249,6.082,4.643856189774724,0.0,5.0,0.024378212,0.5
98,"['How many parts are there in the document?', 'Now, we can list the corresponding radian values for the common measures of a circle corresponding to those listed in Figure 14, which are shown in Figure 15.']",8.917369842529297,6.167,5.344698375159714,0.0,7.0,0.010304171,0.5
99,"['Are there any other questions?', 'Be sure you can verify each of these measures.']",9.641897082328796,8.129000000000001,4.169925001442313,0.0,4.0,0.011372286,1.0
100,"['Why is that?', 'Because degrees and radians both measure angles, we need to be able to convert between them.']",8.559849262237549,7.875,4.584962500721156,1.0,2.0,0.009110395,1.0
101,"['How do you convert between degrees and radians?', 'We can easily do so using a proportion where $$\\(\\theta\\)$$ is the measure of the angle in degrees and $$\\(\\theta_{R}\\)$$ is the measure of the angle in radians.']",8.83768618106842,6.167,5.340739615817226,0.0,7.0,0.019980038,0.5
102,"['What is the significance of this?', 'This proportion shows that the measure of angle $$\\(\\theta\\)$$ in degrees divided by 180 equals the measure of angle $$\\(\\theta\\)$$ in radians divided by $$\\(\\pi.\\)$$']",8.680835366249084,6.42,4.949097213327981,0.0,5.0,0.015519086,0.5
103,"['What else does this mean?', 'Or, phrased another way, degrees is to 180 as radians is to $$\\(\\pi.\\)$$']",8.51582646369934,8.772,4.773557262275185,0.0,4.0,0.014011159,1.0
104,"['What kind of angles are we studying?', 'Converting between degrees and radians can make working with angles easier in some applications.']",8.01251232624054,5.236,4.643856189774724,0.0,6.0,0.013508516,1.0
105,"['What can this make working easier?', 'For other applications, we may need another type of conversion.']",8.062561750411987,5.49,4.392317422778759,0.0,5.0,0.010743983,0.5
106,"['What other things should we consider when working with angles?', 'Negative angles and angles greater than a full revolution are more awkward to work with than those in the range of $$\\(0{^\\circ}\\)$$ to $$\\(360{^\\circ},\\)$$ or $$\\(0\\)$$ to $$\\(2\\pi.\\)$$']",8.987252712249756,6.911,5.541812475272505,0.0,9.0,0.012691722,0.5
107,"['What can we do about this?', 'It would be convenient to replace those out-of-range angles with a corresponding angle within the range of a single revolution.']",9.480499625205994,6.6739999999999995,4.906890595608518,0.0,5.0,0.017592486,0.0
108,"['What does look refer to?', 'Look at Figure 16.']",9.593283534049988,10.0,3.700439718141093,0.0,4.0,0.0103670005,0.5
109,"['What is the angle of 140°?', 'The angle of $$\\(140{^\\circ}\\)$$ is a positive angle, measured counterclockwise.']",9.048223495483398,6.336,4.874999999999998,0.0,5.0,0.01225191,0.0
110,"['What is the angle of 220°?', 'The angle of $$\\(–220{^\\circ}\\)$$ is a negative angle, measured clockwise.']",9.137690663337708,7.1819999999999995,4.874999999999998,0.0,5.0,0.011874928,0.0
111,"['Is there anything I should know about the angles?', 'But both angles have the same terminal side.']",9.091885685920715,8.823,4.392317422778759,0.0,8.0,0.021903414,0.5
112,"['What does terminal side mean?', 'If two angles in standard position have the same terminal side, they are coterminal angles.']",9.13474440574646,6.133,4.563856189774724,0.0,4.0,0.01225191,1.0
113,"['What else do you need to know about coterminal angles?', 'Every angle greater than $$\\(360{^\\circ}\\)$$ or less than $$\\(0{^\\circ}\\)$$ is coterminal with an angle between $$\\(0{^\\circ}\\)$$ and $$\\(360{^\\circ},\\)$$ and it is often more convenient to find the coterminal angle within the range of $$\\(0{^\\circ}\\)$$ to $$\\(360{^\\circ}\\)$$ than to work with an angle that is outside that range.']",8.35608959197998,5.947,5.635098511580421,0.0,9.0,0.040183347,0.0
114,"['Why is there an infinite number of coterminal angles?', 'Any angle has infinitely many coterminal angles because each time we add $$\\(360{^\\circ}\\)$$ to that angle—or subtract $$\\(360{^\\circ}\\)$$ from it—the resulting value has a terminal side in the same location.']",8.938764929771423,4.322,5.591598582259224,0.0,8.0,0.01859777,0.5
115,"['What are some examples of coterminal angles?', 'For example, $$\\(\\text{100°}\\)$$ and $$\\(\\text{460°}\\)$$ are coterminal for this reason, as is $$\\(-260{^\\circ}.\\)$$']",8.215426206588745,5.287,5.206697589768652,0.0,6.0,0.01218908,0.5
116,"['How is a reference angle different from an acute angle?', 'An angle’s reference angle is the measure of the smallest, positive, acute angle $$\\(t\\)$$ formed by the terminal side of the angle $$\\(t\\)$$ and the horizontal axis.']",8.02988886833191,5.2700000000000005,5.441965083260148,0.0,9.0,0.01218908,0.0
117,"['What is the reference angle used for?', 'Thus positive reference angles have terminal sides that lie in the first quadrant and can be used as models for angles in other quadrants.']",8.685079216957092,6.42,5.129283016944966,0.0,6.0,0.011749268,0.5
118,"['What can they be used as models for?', 'See Figure 17 for examples of reference angles for angles in different quadrants.']",9.517716765403748,6.928,4.643856189774724,0.0,7.0,0.012503231,0.5
119,"['What does the subtraction represent?', 'Subtract $$\\(360{^\\circ}\\)$$ from the given angle.']",9.673585891723633,5.743,4.623516641218016,0.0,4.0,0.013068704,1.0
120,"['What is the correct way to do this?', 'If the result is still greater than $$\\(360{^\\circ}\\operatorname{},\\)$$ subtract $$\\(360{^\\circ}\\)$$ again till the result is between $$\\(0{^\\circ}\\)$$ and $$\\(360{^\\circ}.\\)$$']",7.946941256523132,6.623,5.205086032881602,0.0,7.0,0.012817383,0.0
121,"['What happens when the angle is a right angle?', 'The resulting angle is coterminal with the original angle.']",9.52912449836731,6.234,4.368522527728206,0.0,8.0,0.01426248,1.0
122,"['How do you find the coterminal angle?', 'Add $$\\(360{^\\circ}\\)$$ to the given angle.']",8.908963203430176,7.3340000000000005,4.735926350629033,0.0,6.0,0.017843807,0.5
123,"['How do you determine if the result is the coterminal angle?', 'If the result is still less than $$\\(0{^\\circ},\\)$$ add $$\\(360{^\\circ}\\)$$ again until the result is between $$\\(0{^\\circ}\\)$$ and $$\\(360{^\\circ}.\\)$$']",8.083518743515015,7.317,5.153803981599552,0.0,10.0,0.0103670005,0.0
124,"['What is the result of the search?', 'The resulting angle is coterminal with the original angle.']",9.463145136833191,6.336,4.321928094887362,0.0,6.0,0.011874928,1.0
125,"['What is the main idea of this article?', 'We can find coterminal angles measured in radians in much the same way as we have found them using degrees.']",9.381245374679565,7.419,5.0,0.0,7.0,0.016210219,0.5
126,"['How do you determine radian coterminal angles?', 'In both cases, we find coterminal angles by adding or subtracting one or more full rotations.']",8.7181156873703,5.134,4.735926350629033,0.0,6.0,0.012566062,1.0
127,"['What should I do next?', 'Subtract $$\\(2\\pi\\)$$ from the given angle.']",9.66326653957367,9.126999999999999,4.368522527728206,0.0,4.0,0.023671126,0.5
128,"['What should I do next?', 'If the result is still greater than $$\\(2\\pi,\\)$$ subtract $$\\(2\\pi\\)$$ again until the result is between $$\\(0\\)$$ and $$\\(2\\pi.\\)$$']",8.86822521686554,9.314,4.920609312410356,0.0,4.0,0.023671126,0.0
129,"['What happens when the angle is recalculated?', 'The resulting angle is coterminal with the original angle.']",9.60108995437622,3.7979999999999996,4.221928094887361,0.0,6.0,0.012880214,1.0
130,"['what else did you find important?', 'Recall that the radian measure $$\\(\\theta\\)$$ of an angle was defined as the ratio of the arc length $$\\(s\\)$$ of a circular arc to the radius $$\\(r\\)$$ of the circle, $$\\(\\theta = \\frac{s}{r}.\\)$$']",8.561161160469055,6.911,5.583416481655025,0.0,5.0,0.049089402,0.5
131,"['What is the relationship between angle and arc length?', 'From this relationship, we can find arc length along a circle, given an angle.']",9.190775752067566,6.8260000000000005,4.789015477886192,0.0,8.0,0.013822667,0.5
132,"['What is your angle?', 'If necessary, convert $$\\(\\theta\\)$$ to radians.']",9.253250360488892,6.640000000000001,4.368522527728206,0.0,3.0,0.032156147,1.0
133,"['What about radians?', 'Multiply the radius $$\\(r\\;\\;\\theta:s = r\\theta.\\)$$']",9.191134572029114,6.742,4.563856189774724,0.0,2.0,0.01608456,0.5
134,"['What is the name of the unit of measurement used to find the area of a sector of a circle?', 'In addition to arc length, we can also use angles to find the area of a sector of a circle.']",9.238249063491821,7.656000000000001,5.002964207440786,0.0,19.0,0.009927189,1.0
135,"['What is a sector of a circle?', 'A sector is a region of a circle bounded by two radii and the intercepted arc, like a slice of pizza or pie.']",9.322028160095215,8.163,4.957854445516395,0.0,6.0,0.010869644,1.0
136,"['What is the formula for the area of a circle with radius $$(r)$$?', 'Recall that the area of a circle with radius $$\\(r\\)$$ can be found using the formula $$\\(A = \\pi r^{2}.\\)$$']",9.609204530715942,8.062000000000001,5.235812887167012,0.0,18.0,0.0131943645,1.0
137,"['What else was mentioned?', 'If the two radii form an angle of $$\\(\\theta,\\)$$ measured in radians, then $$\\(\\frac{\\theta}{2\\pi}\\)$$ is the ratio of the angle measure to the measure of a full rotation and is also, therefore, the ratio of the area of the sector to the area of the circle.']",6.315212845802307,7.148000000000001,5.896928094887362,0.0,3.0,0.010492661,0.5
138,"['What is the area of a sector?', 'Thus, the area of a sector is the fraction $$\\(\\frac{\\theta}{2\\pi}\\)$$ multiplied by the entire area.']",8.67784559726715,8.568999999999999,5.064869077788816,0.0,6.0,0.0079480335,0.0
139,"['What else was mentioned?', '(Always remember that this formula only applies if $$\\(\\theta\\)$$ is in radians.)']",8.857839703559875,6.336,4.789015477886192,0.0,3.0,0.010492661,0.0
